method.unresolvableReturnType	109	C:/Users/Kardansoft/Desktop/job-kimi/app/Http/Controllers/Api/HomeFeedController.php	Return type of call to method Illuminate\Support\Collection<int,array<string, mixed>>::values() contains unresolvable type.
argument.unresolvableType	110	C:/Users/Kardansoft/Desktop/job-kimi/app/Http/Controllers/Api/HomeFeedController.php	Parameter #1 $callback of method Illuminate\Database\Eloquent\Collection<int,App\Models\GeneratedContent>::map() contains unresolvable type.
method.unresolvableReturnType	110	C:/Users/Kardansoft/Desktop/job-kimi/app/Http/Controllers/Api/HomeFeedController.php	Return type of call to method Illuminate\Database\Eloquent\Collection<int,App\Models\GeneratedContent>::map() contains unresolvable type.
method.nonObject	115	C:/Users/Kardansoft/Desktop/job-kimi/app/Http/Controllers/Api/HomeFeedController.php	Cannot call method label() on string.
method.unresolvableReturnType	117	C:/Users/Kardansoft/Desktop/job-kimi/app/Http/Controllers/Api/HomeFeedController.php	Return type of call to method Illuminate\Support\Collection<int,array<string, mixed>>::all() contains unresolvable type.
method.unresolvableReturnType	117	C:/Users/Kardansoft/Desktop/job-kimi/app/Http/Controllers/Api/HomeFeedController.php	Return type of call to method Illuminate\Support\Collection<int,array<string, mixed>>::values() contains unresolvable type.
argument.type	33	C:/Users/Kardansoft/Desktop/job-kimi/app/Http/Controllers/Api/UserPanelController.php	Parameter #1 $attempts of method App\Http\Controllers\Api\UserPanelController::mapAttempts() expects Illuminate\Support\Collection<int, App\Models\ExamAttempt>, Illuminate\Database\Eloquent\Collection given.
argument.type	53	C:/Users/Kardansoft/Desktop/job-kimi/app/Http/Controllers/Api/UserPanelController.php	Parameter #1 $attempts of method App\Http\Controllers\Api\UserPanelController::mapAttempts() expects Illuminate\Support\Collection<int, App\Models\ExamAttempt>, Illuminate\Database\Eloquent\Collection given.
argument.unresolvableType	66	C:/Users/Kardansoft/Desktop/job-kimi/app/Http/Controllers/Api/UserPanelController.php	Parameter #1 $callback of method Illuminate\Database\Eloquent\Collection<int,App\Models\PageView>::map() contains unresolvable type.
method.unresolvableReturnType	66	C:/Users/Kardansoft/Desktop/job-kimi/app/Http/Controllers/Api/UserPanelController.php	Return type of call to method Illuminate\Database\Eloquent\Collection<int,App\Models\PageView>::map() contains unresolvable type.
